"ID"	"GO1"	"GO2"	"GO3"	"GO4"	"GO5"	"GO6"	"GO7"	"GO8"	"Tetrahymena"
"Q42371"	0	0	0	0	0	0	0	1	0
"Q42510"	0	0	0	0	0	0	0	1	0
"Q42529"	0	1	0	0	0	0	0	1	0
"Q4V398"	0	0	0	0	0	0	0	1	0
"Q500V2"	0	0	0	0	0	0	0	1	0
"Q501D8"	0	0	0	0	0	0	0	1	0
"Q570S7"	0	0	0	0	0	0	0	1	0
"Q5PP23"	0	0	0	0	0	0	0	1	0
"Q5XEZ1"	0	0	0	0	0	0	0	1	0
"Q66GM8"	0	0	0	0	0	0	0	1	0
"Q66GQ5"	0	0	0	0	0	0	0	1	0
"Q67Z07"	0	0	0	0	0	0	0	1	0
"Q6DBP4"	0	0	0	0	0	0	0	1	0
"Q6DR41"	0	0	0	0	0	0	0	1	0
"Q6NKR6"	0	0	0	0	0	0	0	1	0
"Q6NKW9"	0	0	0	0	0	0	0	1	0
"Q6NMK1"	0	0	0	0	0	0	0	1	0
"Q6NMM8"	0	0	0	0	0	0	0	1	0
"Q6NNL9"	0	0	0	0	0	0	0	1	0
"Q6NQL4"	0	0	0	0	0	0	0	1	0
"Q6R0C4"	0	0	0	0	0	1	0	1	0
"Q7XJ98"	0	0	0	0	0	0	0	1	0
"Q7XZU3"	0	0	0	0	0	0	0	1	0
"Q7Y223"	0	0	0	0	0	0	0	1	0
"Q84JA6"	0	0	0	0	0	0	0	1	0
"Q84JS1"	0	0	0	0	0	0	0	1	0
"Q84TK1"	0	0	0	0	0	0	0	1	0
"Q84WP6"	0	0	0	0	0	0	0	1	0
"Q84WU6"	0	0	0	0	0	0	0	1	0
"Q8GS71"	0	0	0	0	0	0	0	1	0
"Q8GWT1"	0	0	0	0	0	0	0	1	0
"Q8GWW4"	0	0	0	0	0	0	0	1	0
"Q8GX46"	0	0	0	0	0	0	0	1	0
"Q8GXG6"	0	0	0	0	0	0	0	1	0
"Q8GY42"	0	0	0	0	0	0	0	1	0
"Q8GYX3"	0	0	0	0	0	0	0	1	0
"Q8GYY5"	0	0	0	0	0	0	0	1	0
"Q8L707"	0	0	0	0	0	0	0	1	0
"Q8L778"	0	0	0	0	0	0	0	1	0
"Q8L7C8"	0	0	0	0	0	0	0	1	0
"Q8L8Q7"	0	0	0	0	0	0	0	1	0
"Q8LBX7"	0	0	0	0	0	0	0	1	0
"Q8LC45"	0	0	0	0	0	0	0	1	0
"Q8LDW9"	0	0	0	0	0	0	0	1	0
"Q8LED3"	0	0	0	0	0	0	0	1	0
"Q8LEE9"	0	0	0	0	0	0	0	1	0
"Q8LEJ6"	0	0	0	0	0	0	0	1	0
"Q8LFH5"	0	0	0	0	0	0	0	1	0
"Q8LPG9"	0	0	0	0	0	0	0	1	0
"Q8LPK5"	0	0	0	0	0	0	0	1	0
"Q8RWE8"	0	0	0	0	0	0	0	1	0
"Q8RWQ4"	0	0	0	0	0	0	0	1	0
"Q8RX55"	0	0	0	0	0	0	0	1	0
"Q8RX83"	0	0	0	0	0	0	0	1	0
"Q8RXD8"	0	0	0	0	0	0	0	1	0
